Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
DNASE2B	1.5046790355815358	1.2219738061606821e-6	0.0014426940982664015	0.20231536770349667	0.36555221533731225	FALSE
RP11-7F17.5	2.2482701736112403	1.2215598011452596e-6	0.0014426895422175977	0.6847594765873157	0.8116204141008084	FALSE
EMR2	130.70501874814818	1.2212364459132282e-6	0.0014426774690254518	0.21828016715655812	0.38606980050238815	FALSE
CYP3A4	2.7873233033010036	1.2211688285998766e-6	0.0014426914997894662	0.4437891990373128	0.6211457635030856	FALSE
CTD-3032J10.2	1.1596437546910214	1.220432986720853e-6	0.0014426936205700707	0.2587446984638542	0.4334503387880647	FALSE
SLC13A5	6.347950884228297	1.2201949875034735e-6	0.0014426868515392312	0.6523818926245488	0.7884195121159413	FALSE
LRP4-AS1	1.7327697016653232	1.2194483778163136e-6	0.0014426906860596908	0.5063733081669438	0.675318868340505	FALSE
LY86	428.2826612770827	1.219432693354266e-6	0.0014426795998433346	0.7181871317552607	0.8348569860700051	FALSE
CTD-2311B13.7	5.01485859007361	1.219246999962699e-6	0.00144269395137977	0.6079413521774918	0.7556944841635466	FALSE
RP11-583F2.5	3.8097461136006885	1.21870591334003e-6	0.0014426876068937254	0.6026446391354675	0.752009250233527	FALSE
ARMC6	126.48446422446459	1.2179966290711294e-6	0.0014426351689223696	0.8130938141699176	0.8948821362114769	FALSE
RP11-30J20.1	0.7796056692493737	1.2176813920930928e-6	0.0014426940943372722	0.1882054530956747	0.34749657180105953	FALSE
PPEF2	1.5716304843006543	1.2161094523481893e-6	0.0014426916821402918	0.44404744421517833	0.6213736702133197	FALSE
LINC01134	7.4188928926035045	1.2158353839639589e-6	0.0014426781515465917	0.7256731818822133	0.8406482728506889	FALSE
RP11-6I2.4	0.39910978997755026	1.2155587091996112e-6	0.001442694405070547	0.18339557051040914	0.3412965494958759	FALSE
PCDH11X	8.017993523188201	1.2150399331296739e-6	0.0014426856098218436	0.08852169368389429	0.20185383807485272	FALSE
RP11-21G20.3	3.360822646507597	1.2147405355321014e-6	0.0014426906430683685	0.5056341998411047	0.6750332361970314	FALSE
RP3-467K16.2	1.3150286803937823	1.2138580881149048e-6	0.001442692501421348	0.3895857693947666	0.5699481031077422	FALSE
MIP	0.3165098123924287	1.2121223266696453e-6	0.00144269424240258	0.2649482086224435	NA	NA
RP11-613D13.8	0.3383667244872353	1.2116917569712102e-6	0.0014426946188935822	0.2197191175382986	NA	NA
RP11-236B18.5	0.3201724599953706	1.211652647928908e-6	0.0014426948109156268	0.1788108873464911	NA	NA
HMGCL	251.13957233263946	1.2114795513484903e-6	0.0014426509883694323	0.909452906011842	0.9505880936325546	FALSE
RP11-49K24.8	0.3907690063909773	1.211311125336925e-6	0.0014426941251042685	0.24716274523782988	0.41992887026068226	FALSE
RP11-529E10.7	0.9686921694252218	1.2094436406372012e-6	0.0014426924502073083	0.39947481827267284	0.5796156843419231	FALSE
CTD-2600O9.1	4.2488117283061415	1.2093930958313985e-6	0.00144268991277066	0.526979983700764	0.6925760144091861	FALSE
ST7-OT4	11.683289562206518	1.2084587858902768e-6	0.001442675299833575	0.8591079512441078	0.9215387106058607	FALSE
RP5-1159O4.2	3.16761698476973	1.2081328175691753e-6	0.00144268794590263	0.7290927448563223	0.8425235894606995	FALSE
RP11-579E24.1	33.68394965392566	1.2076846406073375e-6	0.0014426786673141611	0.7425138907644395	0.8513634829540235	FALSE
KB-1047C11.2	1.7931845906910444	1.2071749787728787e-6	0.0014426907311847377	0.37440908874503886	0.5556280693133728	FALSE
RP11-142C4.6	3.9699077243195253	1.2054478344348614e-6	0.0014426881728011162	0.5865188768452452	0.7383754199086614	FALSE
PVALB	0.8965766325105252	1.2051178295725965e-6	0.0014426940626220265	0.21470381193073299	0.3814416930205407	FALSE
GSTM1	2.3772971438924517	1.2049897625261132e-6	0.0014426931297978297	0.3326018676705328	0.5142884021180872	FALSE
COA7	36.17207446732928	1.204654522286511e-6	0.0014426711969097907	0.7858630706644463	0.8776752769650129	FALSE
PLAGL1	115.85267170298299	1.2046198386606491e-6	0.0014426737917185221	0.7608196244482768	0.8623958415859168	FALSE
RP11-864J10.4	1.1052394105609809	1.203500475704609e-6	0.0014426925155926343	0.3847307263215297	0.5653043694122167	FALSE
CLSTN3	40.474180186694404	1.202822537962139e-6	0.0014426736526576241	0.6739187814213973	0.8042656665931415	FALSE
AC005197.2	0.5823438104113919	1.2019872367239698e-6	0.0014426940529392517	0.18568164327408024	0.3444899474760231	FALSE
RP11-538D16.2	1.722379150021543	1.2017318609350547e-6	0.001442692043950437	0.40582196328431397	0.5859371203591829	FALSE
AJAP1	0.8544404987692957	1.201246286701259e-6	0.001442694095345208	0.22083476421655115	0.3889517225699343	FALSE
FSIP1	11.440401035533025	1.2009766738705506e-6	0.0014426886784520074	0.5767630340550898	0.7312310321567197	FALSE
FEZ1	52.38465136640956	1.1991613843569537e-6	0.0014426853634224397	0.7091696067043136	0.8284698750688292	FALSE
RP1-122P22.2	1.5381137300815806	1.198087773625279e-6	0.0014426909527644966	0.5010069034325948	0.6711509232146551	FALSE
TMEM144	53.89758555048054	1.1979222521211721e-6	0.0014426800605454554	0.7385088800297468	0.84828408082862	FALSE
RP11-98O2.1	2.3680173770031785	1.1977243693345037e-6	0.0014426918726285307	0.44462133645467444	0.6218498904388808	FALSE
EVI5L	21.309934829039587	1.1968768278877045e-6	0.001442651838314975	0.8251195810059704	0.9029602115200352	FALSE
RP11-15A1.2	1.1457620629956287	1.1967736801080477e-6	0.001442692497782152	0.40444186124542825	0.5846124352980976	FALSE
RP11-439E19.9	1.1030956016635325	1.1966194971783299e-6	0.0014426921473552781	0.42805508052697167	0.6065801591625155	FALSE
DNMBP-AS1	11.23863096287221	1.196125572806911e-6	0.0014426854771748018	0.5514427485631364	0.7118026645216535	FALSE
RP6-109B7.3	122.59181001374846	1.1958918744268341e-6	0.0014426533274993212	0.3123086718910227	0.4924538283474933	FALSE
SEMA3B-AS1	0.20599978297665725	1.1941248063558548e-6	0.0014426950889899638	0.4464054585837001	NA	NA
RP11-367J11.2	0.9550432159657252	1.1939171875585387e-6	0.0014426925427060134	0.3936670413851828	0.5738833816832143	FALSE
RP11-193H5.1	0.3448478976251259	1.1932220882008003e-6	0.0014426943258605504	0.26935236501429555	0.44581792903191925	FALSE
TTC30A	7.140692162000722	1.1924953585304943e-6	0.0014426803814448711	0.6458082014005785	0.7832005863054761	FALSE
EFR3B	4.3767102519889605	1.1922665095255161e-6	0.0014426877451999142	0.605387900327202	0.7541389759560638	FALSE
RP11-638I2.4	0.4958617865788468	1.191918218471057e-6	0.00144269403514907	0.21952674587000215	0.387556606793373	FALSE
SPINK8	1.1829744176081163	1.190338879724493e-6	0.001442694917021126	0.5779104645292941	0.7319376466659715	FALSE
PRSS42	0.39642174244863687	1.1891254661369907e-6	0.0014426938020809935	0.30829831019695214	0.4877838430350706	FALSE
NCOA3	328.03546951367866	1.1872695803183972e-6	0.0014426005599217165	0.7225669385394509	0.8382972904214263	FALSE
ITGB2	1534.813811391172	1.1872407510490662e-6	0.001442677900793856	0.7387190582296612	0.8484363419122951	FALSE
RP11-728K20.3	2.2559627825529227	1.1867631816101426e-6	0.0014426894015338748	0.5651631662672113	0.722389754883208	FALSE
RP11-256L6.3	1.2518112565300894	1.1860785379840928e-6	0.001442692302205461	0.4138442488636814	0.593950178860881	FALSE
LANCL2	31.001413460240073	1.1853112166918787e-6	0.001442645399615399	0.9084085653133829	0.9501325126221647	FALSE
AC004257.1	2.2644909813834775	1.184872454399957e-6	0.001442690996812982	0.492191667195844	0.6631210425593705	FALSE
SLC26A3	0.29157353247446166	1.1845985790188044e-6	0.001442695163427985	0.5625906746904745	NA	NA
AL139147.1	2.139402162572716	1.181750522130848e-6	0.001442689757412258	0.5367945922492346	0.70034262392288	FALSE
ASB13	33.598826056472454	1.1815304637147238e-6	0.0014426635396331364	0.8045757703972215	0.8894928146380935	FALSE
DPEP1	40.70168850595166	1.1814819575600236e-6	0.0014426905029048768	0.022655112661508672	0.07072160758149951	FALSE
ADAM22	13.145280222679645	1.1813347428624988e-6	0.0014426670996067303	0.7989823246192775	0.8859973926398511	FALSE
QRICH2	3.944589178090755	1.1806369223536456e-6	0.0014426833517595336	0.6907988014493471	0.815859135520485	FALSE
RP11-569G13.2	0.5594667959645946	1.1802880159005633e-6	0.0014426937901945076	0.2825969987986977	0.4602781247756169	FALSE
CTD-2521M24.8	9.17570887702059	1.179958248784481e-6	0.0014426878561078966	0.6020595581642774	0.7515774326764085	FALSE
RTEL1-TNFRSF6B	0.37232137771636187	1.1797670094163044e-6	0.0014426943919269145	0.26218797608078614	0.437578585408337	FALSE
CTD-2336O2.1	238.28125039666088	1.1797433895804495e-6	0.0014425813676406448	0.9807885044330151	0.9895838041523192	FALSE
KCNK15	0.529963907685375	1.17926304780808e-6	0.0014426944971763702	0.1752546403383674	0.33079275534769903	FALSE
RP11-93B14.5	0.5408408412454808	1.179205216975519e-6	0.0014426946047580685	0.14683720917137735	0.2915552234762606	FALSE
RP11-800A3.2	1.3271833763196093	1.177320661489077e-6	0.0014426909987954718	0.5071855930626807	0.6759498104839463	FALSE
AC007773.2	4.306313578714804	1.1761556863565715e-6	0.001442685719783045	0.6609685040140567	0.7951044112832935	FALSE
RP11-44K6.4	1.1473690774925769	1.1759510839552913e-6	0.001442692816977385	0.3754506431517088	0.5564183112968277	FALSE
MFI2-AS1	6.740837294612973	1.175357020850556e-6	0.0014426853186680043	0.67857089593763	0.8069789089535246	FALSE
LMBR1L	173.0147668206323	1.175196167617995e-6	0.0014426335822158103	0.39283068625823436	0.5730845266794302	FALSE
CTA-126B4.7	0.4357797134993837	1.1751625081093724e-6	0.001442694575058643	0.17765335444058353	0.3340225321601098	FALSE
PPT2	28.678322616396844	1.17442643371467e-6	0.0014426880047605367	0.6101656176371946	0.7571997370099177	FALSE
RP11-317N8.3	0.43847802582971707	1.1741579770833443e-6	0.0014426943760071469	0.21499974306870637	0.38175027479085366	FALSE
ATRNL1	0.47137697534182604	1.1728999558268615e-6	0.0014426938301691438	0.27192903098271276	0.44871984800068565	FALSE
HOXC-AS3	0.44030126118924445	1.1723936811478283e-6	0.0014426950173225678	0.12872166241538402	0.264959500646101	FALSE
RP11-724N1.1	0.47480925905414406	1.1716857997315914e-6	0.001442694540742567	0.19193825825139224	0.3523945799641964	FALSE
MYT1L	8.892727618852012	1.1713022492078806e-6	0.0014426811288755425	0.7881446613507674	0.8791524870797596	FALSE
LATS2-AS1	13.553687123048599	1.1711288188717399e-6	0.001442685696933485	0.6648404557985871	0.7978304443219473	FALSE
SLC27A5	138.23937176858232	1.170690801255652e-6	0.0014426532035245966	0.8379032794226869	0.9095939811033548	FALSE
AC010082.2	0.9288558011831141	1.1705000136102171e-6	0.001442692397188845	0.42164599163548794	0.6006909757669209	FALSE
AC092198.1	0.3663858653993169	1.1702972242229794e-6	0.001442694274355972	0.27014366078465546	0.44671789473625967	FALSE
SLC26A7	0.9565286169772411	1.170031190997675e-6	0.0014426933563811539	0.32775473760746265	0.5090257401844801	FALSE
AC004156.3	2.090847321871208	1.1680967355668537e-6	0.001442691702279278	0.4586544514212212	0.634637949396754	FALSE
CTD-2207O23.3	0.9189665079071931	1.1680260637978359e-6	0.0014426928959638645	0.35315449437377855	0.5353890708394711	FALSE
RP11-435B5.3	3.731740673880961	1.1679533120029247e-6	0.001442691669901551	0.4598552951631301	0.6358568379229088	FALSE
AL109761.5	3.0304325917868655	1.1678228206703934e-6	0.0014426916011446424	0.4586070819357043	0.6346125723633644	FALSE
RUSC1-AS1	6.043053163802169	1.1674169514657263e-6	0.001442678671802115	0.7336645445047558	0.8454293715364749	FALSE
IRX4	0.3318248089655452	1.1673051458994359e-6	0.0014426945043865631	0.21774133313099472	NA	NA
RP11-589M4.3	3.266833768055917	1.1671133679918268e-6	0.0014426896120993602	0.6859492847315705	0.8126341144267524	FALSE
AC019171.1	0.531110835515197	1.1670749857851597e-6	0.001442694095250775	0.23538855641126374	0.4055666166225281	FALSE
ADIPOQ	1.0214724501708532	1.16622234615925e-6	0.0014426921024266073	0.4397086199645484	0.6170938011841172	FALSE
RPL35A	37231.3204727996	1.166152159574799e-6	0.0014425458606360725	0.07337504204678294	0.17555563031462426	FALSE
RP1-207H1.3	0.390320367960972	1.1655971426994772e-6	0.0014426943479461834	0.21846733838894636	0.3863070844067586	FALSE
AUTS2	71.30267179823791	1.1653174337567463e-6	0.0014426719982816333	0.775811492745429	0.8719102284236407	FALSE
STXBP5L	1.0980286840241973	1.1653080165283122e-6	0.0014426950658065155	0.5584747870431643	0.7174645575870242	FALSE
CTC-239J10.1	0.2996077782132562	1.1640127771526064e-6	0.0014426948717076405	0.8629394529631064	NA	NA
ORM1	1.9051465414793398	1.163266278730447e-6	0.0014426940052910844	0.2564531912012556	0.43069241859496415	FALSE
FOXA1	16.285720063428034	1.1628256932458196e-6	0.0014426947195527228	0.10087272022181744	0.2226778286144755	FALSE
SLURP1	1.000257246994483	1.1626127247313372e-6	0.001442695039615134	0.06427242411420056	0.15895534158024605	FALSE
PRR19	3.270913343934523	1.1618557858201232e-6	0.00144268664779875	0.6370738537335994	0.7771369631421358	FALSE
CSTA	1576.1520710753628	1.1618191314502364e-6	0.001442687047468838	0.38772666845823767	0.5681408069686664	FALSE
AC104820.2	80.13327535751453	1.1598673480246023e-6	0.0014426856454645089	0.37626598782510323	0.5571356515744095	FALSE
ELF4	45.80863934447416	1.1589541413774424e-6	0.0014426364873769244	0.7628710624877174	0.8635620838031205	FALSE
VASH2	16.269870119604803	1.1582926833468183e-6	0.001442677908551453	0.5970183071004694	0.7471615074148936	FALSE
PSCA	8.348672966775062	1.1579669018741266e-6	0.0014426948995252264	0.02466769131280592	0.07567504908633878	FALSE
FAM171A2	0.4882720437515618	1.157957110972754e-6	0.0014426941448259438	0.2342683764189345	0.40421597168453494	FALSE
ASAH2	3.414148250773428	1.1569770777193417e-6	0.0014426878105208453	0.37410797346936747	0.5552942971220697	FALSE
RNMTL1	74.85692176990946	1.1561608611725091e-6	0.0014426156234518465	0.5695220975576227	0.7257547405833396	FALSE
RP5-837J1.4	0.5842624775114879	1.1555398171881719e-6	0.0014426934275381304	0.36439424290697353	0.5462200478795121	FALSE
C17orf103	18.09270348781189	1.1549425477754555e-6	0.0014426619177704825	0.4538947484344927	0.6303661200385263	FALSE
CALCB	1.2089751982776047	1.1547532424302721e-6	0.0014426919252330003	0.4736701105655903	0.6477481725931671	FALSE
RP11-872D17.8	0.8211507327504595	1.1546698439871895e-6	0.001442692976300564	0.3603016123349018	0.5426492281951973	FALSE
LRRC29	15.436598490110546	1.1545516125568936e-6	0.0014426614632295008	0.46043258154667505	0.6364537885040698	FALSE
PDIA2	2.6913416145169395	1.1541766878930183e-6	0.0014426932955184278	0.3322935630766685	0.5139887682782197	FALSE
SNORD3C	0.8068466654678121	1.1535401908978998e-6	0.0014426938805246084	0.25950978207889963	0.43443940362460715	FALSE
XXyac-YX65C7_A.2	1.2253520877116406	1.1533678858818571e-6	0.0014426916678266784	0.4876133689255363	0.6593491098830406	FALSE
CNPY4	68.1917353396377	1.1530169692403376e-6	0.0014426398553918978	0.9133390145922725	0.9525470824592132	FALSE
WRNIP1	86.74988193741179	1.1529018262218892e-6	0.00144265183676214	0.8373946663885601	0.9092224496831386	FALSE
CTD-2184D3.5	0.43285721904101565	1.152224185808859e-6	0.001442694433037626	0.1670726511993438	0.31968273329267877	FALSE
KCND2	0.33186736965687075	1.1520256814273343e-6	0.0014426947167964351	0.1864396693811396	NA	NA
RP11-383C6.2	0.45077953552101957	1.151759458990748e-6	0.0014426939497986133	0.2928907497166705	0.4711814467257439	FALSE
NAT8L	1.2170571522204023	1.1511525056473596e-6	0.0014426921278033117	0.4508509623001036	0.6275342472203339	FALSE
MED31	186.24664588810577	1.1510036605519754e-6	0.0014426222744360333	0.30352953534560456	0.48257884888656444	FALSE
LAMA1	3.656329762599795	1.1502490988333083e-6	0.001442689695801715	0.564962606533497	0.722386824672678	FALSE
EPHA10	1.6740366188833409	1.1498222113005468e-6	0.0014426901220326005	0.5395575738120781	0.7026533236800131	FALSE
RP11-432J22.2	2.1318735033372365	1.1489900345016228e-6	0.0014426882439017557	0.8032328748018885	0.8887722769673576	FALSE
ASIC1	0.8682481918161492	1.1488240341888012e-6	0.0014426931442931025	0.36296704159405774	0.5450863843022392	FALSE
SGCG	0.7769032887783325	1.1487107771379882e-6	0.0014426951645899401	0.06149270498017074	0.1537720489261747	FALSE
ITGAD	1.8523829991208698	1.1485167823830041e-6	0.0014426920210596494	0.22816519721814923	0.39734879123603606	FALSE
UFL1-AS1	0.4408845614384869	1.1478279420823843e-6	0.0014426940763292346	0.3798425445045446	0.5606958351619256	FALSE
COX6A2	1.3841749530984773	1.1475492650240611e-6	0.0014426938123852312	0.2678038453205684	0.443868837042984	FALSE
RP11-256L6.2	0.5286834736247935	1.1471732126659039e-6	0.0014426939124269204	0.29058970808511925	0.4689410925564077	FALSE
ENTPD3-AS1	96.54948987674629	1.1471434435458792e-6	0.0014426358071811577	0.884136521067637	0.9350307813095481	FALSE
RP11-546K22.3	2.4795869859449073	1.1460767641552693e-6	0.0014426887041022237	0.7717316264722949	0.869854348353227	FALSE
SYT15	23.982599303100834	1.1458822135303274e-6	0.0014426537358913833	0.8186193014769527	0.8983684369840987	FALSE
PLA2G4A	23.707874996417065	1.1455522299717201e-6	0.0014426805397727645	0.8338004169144515	0.907483833650475	FALSE
IQCJ-SCHIP1	0.44931333201113444	1.1434896001000527e-6	0.001442693982073686	0.32041585068271766	0.5011581439963912	FALSE
PNMA6C	0.8083315791241893	1.143394313281661e-6	0.0014426926037577582	0.42106936053549826	0.6001041326466215	FALSE
FUBP3	91.48351839319315	1.1428329253665552e-6	0.0014426211775423723	0.8138289908525922	0.8955087722452904	FALSE
TSPAN8	52.68350908620764	1.1404925986222069e-6	0.0014426945413295983	0.15740582455907412	0.3061976090661968	FALSE
POLD4	1050.4635544626353	1.140242888098607e-6	0.0014425741533837274	0.7493137030436859	0.855123557226875	FALSE
CDH19	0.2333300255366862	1.1398557869298596e-6	0.0014426946689335824	0.902260385083663	NA	NA
AC020594.5	1.7409268476785085	1.1394635391575704e-6	0.0014426903368905957	0.5434431087933858	0.705644793000662	FALSE
TMEM170B	92.69740666973708	1.1394293295597817e-6	0.0014426860372672853	0.6600695105602388	0.794739876832777	FALSE
CTB-114C7.3	3.8018173168945784	1.139327518459655e-6	0.001442688807671791	0.6068297787009733	0.7551175883527993	FALSE
HHIPL2	0.5937195413207713	1.1390733867286659e-6	0.0014426940338027289	0.2329697270868249	0.4029233547345791	FALSE
ACADSB	64.87081269854365	1.1387871644400203e-6	0.0014426444711840472	0.8664119344521661	0.925965842046385	FALSE
GPR182	0.38262479405752936	1.1385116602724877e-6	0.0014426949826683603	0.16365542705945316	0.31460352540860936	FALSE
WWTR1-AS1	0.3677818399676046	1.1378808889275498e-6	0.0014426944017094702	0.25088708182041947	0.42412450446173877	FALSE
TEX26-AS1	3.9788541476043293	1.1377111497142695e-6	0.0014426874812046879	0.6089521915494781	0.7564872928863691	FALSE
SPTBN4	1.38079519524119	1.1363340115771522e-6	0.0014426929658879922	0.3898914196088172	0.5703189243270894	FALSE
HOXB13	30.917795039948622	1.1362495147115581e-6	0.0014426942824928618	0.20725487979667362	0.3720478672388801	FALSE
RP11-187O7.3	0.7517442628262546	1.1358363016813366e-6	0.0014426951637268183	0.06517826217812674	0.1606754714023169	FALSE
CAPN14	1.0480333531845587	1.1358193437430746e-6	0.001442691878115569	0.47407038655240175	0.6480523211869719	FALSE
RP11-388M20.9	1.1277026665010415	1.133244947090918e-6	0.0014426916978862337	0.48422590134222787	0.656434480295327	FALSE
CCDC43	144.97765194248277	1.1330439225747018e-6	0.0014425844381532574	0.8650839307443978	0.9251345176598806	FALSE
C2orf83	0.3727813535399667	1.1328387343979383e-6	0.0014426942319396997	0.2940392399263405	0.47257240944792867	FALSE
RP5-1039K5.17	6.3651672128682	1.1322920659395027e-6	0.0014426854775238351	0.6490437031314208	0.7854273121592023	FALSE
RP11-680B3.2	1.4079438610404909	1.1322861117662284e-6	0.001442692020401043	0.4538070158985302	0.630327633496534	FALSE
HPX	0.9784273978800745	1.1319596802791554e-6	0.0014426926063768847	0.4148573896310784	0.5945772442407635	FALSE
LINC00401	0.5634129442247662	1.131055355558512e-6	0.0014426941713129489	0.22718000453138223	0.39620120295656536	FALSE
GRP	0.6479340595684144	1.1300004552609946e-6	0.0014426952226489428	0.11387533833402419	0.24213877748469048	FALSE
HS3ST1	54.59765982672367	1.1298921829626159e-6	0.001442688012432252	0.5411875227172722	0.7037015945273959	FALSE
FKBP5	1238.3767868439447	1.1290828033930581e-6	0.0014426812927752007	0.7237259179023787	0.839152025631903	FALSE
TK1	200.38129072337586	1.1275307278037025e-6	0.0014426868461323008	0.8342890410221248	0.9075900487268321	FALSE
PLCH1	2.762545254650356	1.12713931947867e-6	0.0014426906708988024	0.7021363959698805	0.823156741153942	FALSE
RP11-273G15.2	11.456137161916574	1.1262578253196524e-6	0.0014426772270822712	0.1305456763620105	0.26779375586323345	FALSE
LMNB2	57.061296779902584	1.1251914010039394e-6	0.0014426756795820211	0.8190665257805995	0.8987859311359143	FALSE
RP11-848P1.3	1.1173844761351437	1.1251181705395522e-6	0.0014426931737812302	0.32781897239528474	0.5090543091192211	FALSE
ING2	56.81482447913024	1.125071984826511e-6	0.0014426542101102487	0.8349634522426167	0.9077549248794431	FALSE
UBE2E2-AS1	0.46377590818781916	1.1245981706910217e-6	0.0014426949005526902	0.1487691716611377	0.2942939880267968	FALSE
RP11-156L14.1	1.2007802324165824	1.124000564188235e-6	0.0014426915891408024	0.5049490244285507	0.6745766926427743	FALSE
GPR65	721.4682355051034	1.1232391000858051e-6	0.0014426832603147846	0.4543875780257005	0.6308501742169338	FALSE
AC018766.5	0.5546655567908344	1.1227046847443591e-6	0.0014426938987572946	0.28099502233763396	0.45876267239156204	FALSE
RP11-101C11.1	1.704825788073808	1.1222972371053252e-6	0.0014426921261614305	0.4775779231153958	0.6511257943800783	FALSE
TARM1	1.1979621066240116	1.1220365229792664e-6	0.0014426922107479102	0.4388772188130519	0.6163622562297396	FALSE
KRT19	20.367670256023427	1.1216877756089532e-6	0.001442694661685753	0.12656154349383383	0.2615581303005012	FALSE
FBXL14	3.166715366119359	1.1210869787306016e-6	0.0014426882916125949	0.7624993339277732	0.8634549566949002	FALSE
LINC00853	5.328482730918821	1.1208944308346477e-6	0.0014426905428192051	0.47898021787963124	0.6522353645861853	FALSE
RP11-440I14.2	0.4718988080987648	1.1196618125178105e-6	0.0014426933669892613	0.36398865426427474	0.5459829813964121	FALSE
RP11-1379J22.5	3.295523899032688	1.1194637023252218e-6	0.0014426882869518851	0.620197026610988	0.7646566577600139	FALSE
RP11-243E13.1	4.462191956879286	1.1186438580767848e-6	0.0014426865214798136	0.6525942274792914	0.7886325266403975	FALSE
AC007349.7	0.644430078830804	1.1185750850328127e-6	0.0014426940802422686	0.23462482249693445	0.40466534474205	FALSE
FPR1	262.9370744537693	1.1185650085090296e-6	0.0014426882765331435	0.36315959720393914	0.5452299982636732	FALSE
TMEM110-MUSTN1	0.7631279576320915	1.1185202902504942e-6	0.0014426932811438266	0.34564858106875623	0.5280748920779985	FALSE
AP001422.3	0.769537753622719	1.1175980197431605e-6	0.001442695162082845	0.0652316991092817	0.1607156738676893	FALSE
CTA-941F9.9	0.5947165441529428	1.1169673777252988e-6	0.0014426942784737458	0.24023828767786498	0.4117159930170748	FALSE
TLR4	92.8242269467869	1.1169442829997534e-6	0.0014426867632055106	0.648145788309317	0.7849925251096941	FALSE
C11orf71	44.773416111162994	1.1165200419622686e-6	0.0014426525456980393	0.9467873950537531	0.9712223379132886	FALSE
ZC2HC1B	0.47481198546562275	1.116428638745081e-6	0.001442693637436915	0.34331102889045945	0.5256792325120357	FALSE
CCDC108	2.293114897244579	1.1161006478172406e-6	0.001442694175477673	0.22696873145843166	0.39592750067130345	FALSE
RP11-515O17.3	6.519543984287572	1.1160966208726502e-6	0.0014426862800752394	0.6233297383130687	0.7668755365671672	FALSE
RP11-326A19.4	0.480985044790372	1.1159108072093056e-6	0.0014426949599242221	0.1366872294899945	0.2770724635398701	FALSE
RP11-150O12.3	0.3811541681159779	1.1157038414708116e-6	0.0014426949734410988	0.161092544369504	0.3110443483891297	FALSE
TLE6	2.8633542299398678	1.1155716419233905e-6	0.0014426906910272109	0.6643477461904645	0.797545638630958	FALSE
RP11-733O18.1	0.4179720197718277	1.1128013387674484e-6	0.0014426947705117473	0.1683855814653077	0.3214344075174409	FALSE
ANXA9	0.9332930321023868	1.1122461804744896e-6	0.001442692513503191	0.43219710208352596	0.6109084782085032	FALSE
RP11-18B16.2	0.5350003292865065	1.111751355463595e-6	0.0014426948955215781	0.11563337448928623	0.24485288645004713	FALSE
RP1-111C20.3	0.9021431268184479	1.1114127866730262e-6	0.0014426929305534721	0.39175366399786404	0.5722339583507573	FALSE
OTX1	0.2973068920483377	1.1112926608436536e-6	0.001442694761222101	0.22280291118380927	NA	NA
MMP24	0.676468697602142	1.1106299773864357e-6	0.0014426936530318672	0.3102909800764817	0.4900499288724149	FALSE
AC074212.6	0.6709519855663094	1.1106142614629935e-6	0.0014426935194792765	0.3393810090039169	0.5216345523331665	FALSE
RP5-1050D4.4	0.5046889812713253	1.110541396403473e-6	0.0014426941300557882	0.21722402732896706	0.3846063384983031	FALSE
TVP23A	5.239967067324884	1.1093824156800306e-6	0.0014426877443084226	0.6240847878949544	0.7673726052180436	FALSE
TMEM61	0.5172524579622695	1.1088622838250738e-6	0.0014426944933206695	0.15647890968574957	0.304855667466373	FALSE
SPDYE2B	1.2652026092276423	1.1081141585350042e-6	0.001442693054481733	0.36413070337660647	0.5461211104909436	FALSE
CDH3	13.1098394819961	1.107823440760888e-6	0.0014426840777030288	0.6395166495256415	0.7789866537738924	FALSE
NTSR1	2.478347543963392	1.1073801294778998e-6	0.001442690960031254	0.06579721235858221	0.16173506750889968	FALSE
PEG10	6.760975461137537	1.1072883023054906e-6	0.001442690003601798	0.45595774751402013	0.6320266513476631	FALSE
CTD-2033D15.1	0.6662775819228203	1.106621063964966e-6	0.0014426936780307694	0.27765636685027967	0.45537741291103645	FALSE
RP11-469H8.6	0.5762514374463891	1.1064485944248664e-6	0.0014426942397395752	0.22514952258992943	0.39377384830190454	FALSE
KLHL13	7.76535487694584	1.1054319953956387e-6	0.001442686924277552	0.655436293010976	0.7911486279892301	FALSE
GUCA1A	0.576847261565407	1.1046903733663717e-6	0.001442693687089001	0.35004653755869775	0.5321535019172943	FALSE
SPTBN2	9.579423759188998	1.1042488386437555e-6	0.0014426894578275704	0.5949086475944694	0.7452465729793534	FALSE
RP11-404O13.1	0.4561890277471863	1.1042325240530056e-6	0.001442695229550995	0.16484873914788484	0.316313375450883	FALSE
RP11-404O13.5	4.998461244655912	1.102984835468027e-6	0.001442685504953064	0.6773118568886329	0.8062024667016445	FALSE
AP001063.1	0.45613894701907143	1.1022744013503532e-6	0.001442693965674296	0.3670492638114674	0.5488415838702113	FALSE
RP11-593F23.1	0.48666957944653644	1.1013417716660541e-6	0.0014426939360630015	0.26103444066686	0.43627476356408457	FALSE
GSTM4	94.30306728449243	1.1004600002299398e-6	0.0014426658169530194	0.5184123169934776	0.6859761310934214	FALSE
SLC13A1	0.318523211036585	1.1000975625460537e-6	0.0014426944401281058	0.2416618472054458	NA	NA
CEP55	50.2608561352903	1.0999545054209973e-6	0.0014426855027426602	0.681453093695285	0.8091492086944014	FALSE
