Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj	threshold
SEPW1	1069.7232808975207	0.857342932478426	0.1308733546051194	0.02001061582958275	0.06434064901463575	FALSE
VWA5A	30.796732581415107	0.8572702435056547	0.3084234328864004	2.1167905404931482e-4	0.0015187431678585807	TRUE
UNC5B-AS1	4.076960212197483	0.8563099667935276	0.7914709716045601	0.004440508165900214	0.019188367071505154	TRUE
CHSY1	95.26872058033968	0.8558222142927532	0.30440759803844253	2.1080631356158098e-4	0.0015144386528983642	TRUE
YPEL5	765.4280233319532	0.8551460199836411	0.23343335613891913	1.1899125268068441e-5	1.3068853526088044e-4	TRUE
CTSZ	295.5423529501674	0.8537134221580788	0.2840506061797135	1.1822374219748393e-4	9.300069191001065e-4	TRUE
TTYH3	65.81050889747857	0.8530723590918099	0.2782426273509564	9.446323594078264e-5	7.719853461313829e-4	TRUE
DVL1	27.17566076740679	0.8527778941783247	0.2784940262691865	8.877206978703228e-5	7.314912241290285e-4	TRUE
PKM	1442.7835727256193	0.8523383319030935	0.19021061231001155	3.952201113829897e-7	6.797723725368637e-6	TRUE
SLC35A2	68.67139512563126	0.8517258990386671	0.1260708340488013	7.705480583401975e-13	5.522934787991822e-11	TRUE
PLEKHA6	2.622163221507273	0.851175088301627	1.0621984298013591	0.005504099739411919	0.02292814730570187	TRUE
AHSA1	404.5848044937708	0.8509529340718597	0.20545854897599233	1.8080466116476597e-6	2.5467594701823125e-5	TRUE
TSPAN18	32.37235649406001	0.8501884738927906	0.49917474961092134	0.002564621445165484	0.012293390827484464	TRUE
SEC24D	122.2565930879504	0.8495521675397467	0.17642885950092374	7.728703046759785e-8	1.6106499266464792e-6	TRUE
DHCR7	38.71178102570232	0.8470422494799827	0.23876364200427583	1.7870255733377935e-5	1.8418296020405412e-4	TRUE
RP11-196G11.2	9.710141708844203	0.8453449749438517	0.313178450687342	2.1660891280180688e-4	0.0015489981821263656	TRUE
ICOS	76.0712156519308	0.8449813302782703	0.734983229250926	0.005108125775303328	0.0215244289849472	TRUE
CTSA	371.06986633838693	0.844916088876526	0.1927076337196438	6.137253325626348e-7	9.997503349591475e-6	TRUE
DNAJB9	415.8224963161827	0.8429903520446665	0.21298934384823182	3.791114436782317e-6	4.866562108191323e-5	TRUE
PLXDC1	42.843889284772615	0.8426571625864031	0.468672558258617	0.0021593646168293996	0.01063195267759178	TRUE
NEO1	19.647712933543655	0.8414189715263187	0.3149418275481402	2.9142306036496516e-4	0.001992119925778144	TRUE
MBNL2	175.95196908002842	0.840037608363557	0.14795517653746573	7.392451302104642e-10	2.598173278381183e-8	TRUE
RDX	306.6340727509838	0.8400047887115499	0.2606971420541832	5.9194398488357935e-5	5.16586325490616e-4	TRUE
NR1H3	34.52827373409729	0.8397175170291236	0.23178452628542454	1.4149073903165317e-5	1.5154968378103723e-4	TRUE
P4HB	1020.8782733704945	0.8387640628516676	0.16352380137150532	1.6346776892596857e-8	4.08875159781533e-7	TRUE
MTRNR2L6	73.36447271686778	0.8378374201401337	0.4502744246067152	0.0018960227249634968	0.00955044995171129	TRUE
MFSD7	11.66920691211907	0.8374190348955534	0.531415089623965	0.0027779787185373828	0.013088231199557269	TRUE
LUZP1	243.69262841174043	0.8363035397440944	0.16150558471804924	1.1592920799517153e-8	3.0460678076712073e-7	TRUE
ESYT3	4.025638093465194	0.8361452996138108	0.4885237873616833	0.0019799394623183112	0.00990921625131424	TRUE
RHOBTB1	11.352647396016478	0.8355689794373028	0.5263244633336248	0.0030604102234154827	0.014183512379496686	TRUE
TOM1L1	29.014510656860494	0.8346609549386098	0.4052369697036493	0.0013371962457133766	0.007140314393634619	TRUE
C6orf132	14.466013768280863	0.8332787546800032	0.2777918753128807	8.78316045706305e-5	7.251082732320822e-4	TRUE
HEG1	71.08654368071717	0.8331500515675623	0.433391414760711	0.0017247698545672953	0.008824056585699893	TRUE
SESN2	54.758991503234775	0.8318034218096445	0.3298289758675511	4.2627346648917955e-4	0.0027327754401524794	TRUE
NFE2L2	513.0263526819781	0.8317298251430115	0.25097951582718575	4.207720140890205e-5	3.8423128654971084e-4	TRUE
RP11-727F15.9	72.37491422109156	0.8280146418877827	0.1859543284266505	3.8696678187907615e-7	6.666257540314014e-6	TRUE
DYNC2H1	32.39975206353994	0.8275660848913767	0.29205071561621676	1.7618482488640912e-4	0.0013060618707500134	TRUE
CASC2	3.0238717727599034	0.8272963430247035	0.591868889567815	0.002880733031308054	0.013485161626857681	TRUE
TMEM86A	6.028174470434678	0.8266444901630746	0.5848702704634032	0.003265946810368903	0.014970802040172213	TRUE
BMPR1A	25.625324120208646	0.8257941854991233	0.3257121756841637	4.11151318874369e-4	0.002649816916837435	TRUE
CITED2	155.54903518663392	0.8256962944266275	0.1931746774330877	9.73190359392263e-7	1.4898399472460966e-5	TRUE
RAB42	3.952651410560769	0.8247080154655321	0.71921952249961	0.003567665728645961	0.01606441616764765	TRUE
PDE1B	18.522380295092187	0.8239359841972561	0.25649253733570515	4.6552000218911895e-5	4.172502159842693e-4	TRUE
SNX24	27.200080049123056	0.8214961157292846	0.33077134846986433	4.810460981716922e-4	0.0030253592497501047	TRUE
ZCCHC14	34.062822191396656	0.8200954503307532	0.2322811832660661	1.788979515251586e-5	1.8421517278810609e-4	TRUE
DNAH17	12.427494586728004	0.8199579384955408	0.44057524901566936	0.0015223380755603297	0.007940785652546975	TRUE
PTS	171.1499047613943	0.819755368480342	0.13798940228033169	1.5782533688011258e-10	6.509848470822908e-9	TRUE
PAPSS1	161.51930252176615	0.8197413643435002	0.20673719936506865	3.7582015901379714e-6	4.837808201814462e-5	TRUE
DFNA5	10.062205709008799	0.8196564489490566	0.6514679126847679	0.004302723263626625	0.0187076040704339	TRUE
NHS	11.054718921886328	0.8187848983855621	0.7913919737225121	0.005095964407056825	0.021493898881471973	TRUE
KLF9	267.12782536008586	0.8180817942821432	0.3503796631864932	7.247621227317176e-4	0.004277544483001641	TRUE
SLC16A1	96.82811202587197	0.8171955496677618	0.22511910144843794	1.3338064396292845e-5	1.4420545290175959e-4	TRUE
POR	101.4153922356022	0.8163417524088206	0.20173389988670326	2.531544482135059e-6	3.432266711257827e-5	TRUE
FKBP4	279.4960327066933	0.8159027243902289	0.3713859742257983	0.001017749857372688	0.00569028890844612	TRUE
HSP90B1	2286.6418449520356	0.8158547739645269	0.26956094895299976	1.0890610150110031e-4	8.673210509710578e-4	TRUE
PLEKHG1	41.170802625089614	0.8127461072156072	0.6928746449402439	0.005037712091147048	0.02129339211611864	TRUE
MFI2	11.98703136999655	0.8116638534556835	0.4186879175380982	0.0015874184341478686	0.008235062740604308	TRUE
HCFC1R1	305.0802019293128	0.8116278593510757	0.17943022792026583	3.2524005578234425e-7	5.701742469493046e-6	TRUE
ATP2A2	208.3215374582231	0.8102443978234297	0.21504961200781023	8.03504141135982e-6	9.269342495711716e-5	TRUE
RNASE4	2.939838554740643	0.8101708358038441	1.2166497221495638	0.006079008579267732	0.024844495522784053	TRUE
U73166.2	16.302028441867943	0.8093913605115318	0.2753447505281921	1.1025079650451218e-4	8.764336954127785e-4	TRUE
HMGCS1	94.16996229017072	0.8089513569135783	0.17812932337210133	2.834737806804089e-7	5.050546307623813e-6	TRUE
SMPDL3B	8.746718286748827	0.8080915305763531	0.5116161660119998	0.0029535607199592754	0.013758318964208337	TRUE
SQSTM1	653.5668763385188	0.8076688456391297	0.1417070721481565	6.643767268380109e-10	2.3731927492493063e-8	TRUE
NET1	138.5963329167293	0.8066901056147004	0.3851612132416162	0.0012635137081012826	0.006815117979965985	TRUE
KDELR1	666.6994997135985	0.806468296662596	0.13182792004100713	5.543395973637434e-11	2.5760109587841477e-9	TRUE
GNAS	876.3423419263808	0.8061746142966878	0.12838171393018974	1.820654649072888e-11	9.47650744842438e-10	TRUE
SEMA3C	27.706282101018136	0.8050935888939588	0.4044613311418759	0.0014764414484756056	0.0077383089199532995	TRUE
LRP12	27.174777463564645	0.8032791968674374	0.291655298670167	2.3369329429383514e-4	0.001652646024658288	TRUE
ALAS1	94.49862776717548	0.8029878155526384	0.12164915037335881	2.265584232383003e-12	1.4528507090053458e-10	TRUE
BCAS2	405.76549464936556	0.8011012212390506	0.19148310930003914	1.4342748952704998e-6	2.0792230428055966e-5	TRUE
SLC2A9	17.55713693083289	0.8000933543691015	0.450195675815744	0.00207603793563065	0.010309919425447896	TRUE
PTTG1IP	485.4058865474826	0.79892024269359	0.15532895739179212	1.4779591309067752e-8	3.743877701130129e-7	TRUE
CTD-2626G11.2	14.254698273506945	0.797801486998735	2.1758251336952665	0.006933962934341996	0.02763094489749369	TRUE
PGRMC1	178.35359990288987	0.7971620273244236	0.21733763560483108	1.1992327065873059e-5	1.3134482063479507e-4	TRUE
HOXA5	22.946526169231912	0.7966017986263169	0.6131633730085115	0.0042777800840239355	0.018628794903754433	TRUE
ACVR1	29.321803113703794	0.7948177526136694	0.2850715123280034	2.0685065522265216e-4	0.0014904291937450228	TRUE
ETF1	310.2808801681269	0.7945778187412423	0.16168149437549512	4.560716570045911e-8	1.005058719130783e-6	TRUE
DDX3X	650.1433842779268	0.7945422444907141	0.1734684918138363	2.415217394366606e-7	4.378032127549616e-6	TRUE
SEMA4A	98.18505649882113	0.7944575464919112	0.25617844273230156	8.232430636264725e-5	6.853357431050387e-4	TRUE
CXCR4	4695.703725925062	0.793925583926007	0.4076907555482604	0.001730555563069351	0.00884537647048377	TRUE
PDE8A	58.66378926812921	0.7925489201837453	0.2387750973245856	3.7848668130703535e-5	3.508947133186217e-4	TRUE
MAGED1	86.50063567716649	0.7918247273152252	0.2432519146324543	5.2350221084302014e-5	4.638946830660423e-4	TRUE
LACTB2	136.5952342614572	0.790741609170945	0.09970068598526803	0.5402714246519081	0.7030866385290658	FALSE
EHD4	133.43115127148522	0.7906423836945249	0.29106901767392535	2.6199795474336356e-4	0.0018182658059189432	TRUE
SLC4A2	58.215083673710915	0.7904024893358471	0.20631810197503533	6.072499360040066e-6	7.274022384100596e-5	TRUE
RP11-809O17.1	30.5284142846446	0.7902000910076613	0.26145052014092235	8.871874493797708e-5	7.313274823111301e-4	TRUE
FAM219A	22.47879832551217	0.7901050543964983	0.39371613083408363	0.0014281267738504664	0.007524772090418183	TRUE
DYNLL1	2414.36121710394	0.7899634489225489	0.18593441169686037	1.0949105825008315e-6	1.649609941009695e-5	TRUE
C16orf72	127.97040379363582	0.7896779792459955	0.21843209130919122	1.373335201856152e-5	1.4773556591698216e-4	TRUE
PLOD3	127.63227589824345	0.7888450335738905	0.1703689766502564	1.8990139441540545e-7	3.5301312783292337e-6	TRUE
SRGN	7397.927805372244	0.7886138971475656	0.33829042610815874	7.261558625228701e-4	0.004284613579112676	TRUE
MAP4K3	37.13895824913691	0.7870628677644594	0.22147834220267337	1.787824168853222e-5	1.8418296020405412e-4	TRUE
SLC35F5	87.54537390044354	0.7868480664033674	0.19750562888380915	3.382503808569449e-6	4.409356932566292e-5	TRUE
BMP8B	16.95070255198719	0.7853952532070415	0.4626881867231005	0.002269621219980689	0.011092448375317596	TRUE
CPEB4	196.079432111164	0.7844575489170416	0.17058874690516335	2.2359981240482544e-7	4.083638679182865e-6	TRUE
ARHGAP10	40.252747619056784	0.7843936516627363	0.32490126215584947	5.814205482994145e-4	0.0035405110324160166	TRUE
SEMA4C	39.772692399166914	0.7833403723669018	0.31216230908340725	4.420174806753821e-4	0.0028163637846238786	TRUE
CTNNB1	470.70639620296504	0.7820266769895166	0.26109017828361625	1.1762415820503586e-4	9.266240441514555e-4	TRUE
PKN3	13.232645385265123	0.7813322352787673	0.38650418199721703	0.0013516222171659196	0.007203269938923493	TRUE
LDHD	6.952071808009012	0.7811022244168648	0.8405151766048333	0.005676825450598709	0.023517354780280157	TRUE
IFI6	615.5215040023463	0.7809402685342781	0.36366036748172326	0.0011272363675855737	0.006176068729771485	TRUE
QPCT	161.84233740961238	0.7806408408051668	0.4808458537401622	0.0028848693873357338	0.01350163341394701	TRUE
PDE4B	396.31524716130235	0.7799596581468788	0.9481381928490498	0.006476319835273203	0.026155334919436078	TRUE
DENND2C	22.761030553814873	0.778399398344948	0.3500271854146732	7.563926197580363e-4	0.004435487945421253	TRUE
DNAJB6	976.8363729388597	0.7766251371397846	0.12916476854662423	1.0613685749262607e-10	4.609870051393535e-9	TRUE
UAP1	164.52805880461207	0.7764732629945	0.1637036695126636	1.0536327185111462e-7	2.1131619137038685e-6	TRUE
CAPG	637.5722069895074	0.7761768389133403	0.31331765159049524	5.045381116920045e-4	0.0031522456872531894	TRUE
ACP2	66.60453466712133	0.775148004981936	0.3002550275896413	3.8650484626698924e-4	0.00252145104274624	TRUE
NINJ1	348.87959140594455	0.7732106663541294	0.24231213403865967	6.1510494074916e-5	5.333918726583652e-4	TRUE
BRD2	827.7288495134393	0.7730993184879448	0.1621298571804599	9.622127550346954e-8	1.945877246791256e-6	TRUE
VKORC1	508.087676686981	0.772291890817512	0.17638527886960262	6.240684159943748e-7	1.0150862828908503e-5	TRUE
PDIA4	436.7238390214029	0.76940708453851	0.26929148935747776	1.7998552998013282e-4	0.0013288293383639594	TRUE
PRTFDC1	15.329553589582673	0.7687269132630612	0.8759000782865971	0.00598014541088452	0.024532174672048507	TRUE
SLC43A2	191.67077318154534	0.7684331591219637	0.33633897167215654	7.980356312510123e-4	0.004643560536273191	TRUE
CTA-384D8.34	20.471992811301746	0.7680022627645708	0.6335870788902997	0.004433838763123863	0.019174708051562964	TRUE
ISYNA1	100.71640273680283	0.7679995218482464	0.2978182259302785	3.9003908744126724e-4	0.002539278347056375	TRUE
C11orf84	12.732999035915995	0.7679307695722356	0.3381954843884008	7.703280683742877e-4	0.004507532629210467	TRUE
DLGAP1	3.044323271519096	0.7678783577053433	0.6433977471105384	0.003640365047702527	0.01631113349207316	TRUE
ZFYVE9	10.809008812418067	0.7668423371852847	0.37903310468593626	0.001333605826535783	0.007124622916397545	TRUE
WDR47	59.91331382436296	0.7647293285382519	0.2657658933265891	1.5295903118166905e-4	0.0011574376533964926	TRUE
RGS11	7.871097535770829	0.7646871117879218	0.5160307145744777	0.002976850012108131	0.013857946787626887	TRUE
DUSP14	59.617596068732425	0.7644664225887586	0.24981890047499	9.16902151165213e-5	7.521350066274944e-4	TRUE
RAB3B	53.412753624739025	0.76411403175384	0.45168071706700114	0.002415346840493369	0.011674087393328663	TRUE
HEXB	337.853818414379	0.762902212906563	0.15269666113094885	3.2020362953365124e-8	7.36064305492655e-7	TRUE
IL2	9.030110062261775	0.7623308290864153	1.2429418770534293	0.00581400228748048	0.02397659007859098	TRUE
AC007228.9	35.79747334716353	0.7614307934604695	0.4936694296992422	0.0030399850732456424	0.014100809184430933	TRUE
ATF4	1271.9153024948293	0.7604099170272413	0.12746773528011998	1.3713508049082406e-10	5.725007143786586e-9	TRUE
DYSF	41.46951352468179	0.7595309337602958	0.6204103331594268	0.004608105769382759	0.01978308511555163	TRUE
CYB5R3	341.060599465327	0.7594648845374691	0.19361816987001054	4.336878521481979e-6	5.4456347707132416e-5	TRUE
PLBD2	9.968985208812743	0.7590690011589297	0.3751818464519105	0.0012080353800486177	0.006554693830539297	TRUE
MANF	677.6655386529402	0.7587606091101782	0.2298841704655284	4.3985846873266426e-5	3.9899360933463786e-4	TRUE
WDR45B	211.67266159795122	0.7587456676591643	0.1295833945294357	2.6363187696171117e-10	1.0146578278626705e-8	TRUE
NANS	346.80129620294144	0.7583571510384713	0.2680912451254971	1.9560364172560986e-4	0.0014229920837815497	TRUE
HLX	55.302043159199435	0.7582570464254231	0.31722537236770093	6.327516857637638e-4	0.003808531002885914	TRUE
LEPREL4	24.81679871117291	0.7571097109348494	0.36346883551128467	0.001168167421306855	0.006365231305381146	TRUE
RP11-355F16.1	3.0789226922041384	0.7569919568821291	0.5823880388534771	0.40484899866126867	0.5850183825483761	FALSE
RP1-313I6.12	156.8078877286028	0.7549451022851745	0.2654441363888395	1.8392793154383492e-4	0.001353821047636288	TRUE
C16orf45	31.508435342416227	0.753901293930192	0.41406395907588966	0.0020305707455120455	0.010111687259143241	TRUE
KYNU	121.90345056079885	0.7533849786195804	0.4536982874144891	0.002698283572579687	0.012798259314420597	TRUE
MAST2	19.472739880355974	0.7527509170215039	0.20242593094612332	7.376146228996737e-6	8.568009177050886e-5	TRUE
NEK11	12.050628036521298	0.7523650980744541	0.4384502427857138	0.0022625093472145533	0.011062562478071426	TRUE
NCR3LG1	13.148097884720617	0.7523265672481878	0.5264744227736677	0.003020158779560319	0.01403266547927059	TRUE
RP11-863P13.3	23.326624730200187	0.7523053954727262	0.47038016652728787	0.0025648486146176586	0.012293390827484464	TRUE
TCP1	748.3554905746051	0.7504204615083842	0.15037826432401824	3.252456050180202e-8	7.453033722535576e-7	TRUE
SLC1A4	43.82108775040991	0.7497384115081815	0.25798556048335713	1.478102057507015e-4	0.001124863633510892	TRUE
ARL1	209.4582825403093	0.7491722497056987	0.1541098542308667	6.261216186669663e-8	1.3340784313526853e-6	TRUE
CTA-228A9.3	3.579943500389021	0.7488141834838121	0.5159316821446304	0.002446254363620657	0.011793465550012932	TRUE
SDCBP	1056.5286936413424	0.7484102034159124	0.24011087154174027	8.067439305467695e-5	6.736527526998826e-4	TRUE
ARHGAP21	70.10660205801456	0.746477898284075	0.2382001812888823	7.402513606182246e-5	6.272339145145352e-4	TRUE
CCNYL1	51.29962589415787	0.7454172402365099	0.1769406746544975	1.149080256425461e-6	1.722911075837929e-5	TRUE
DNAAF1	78.87879561732399	0.7453948057017333	0.8858087164858433	0.006046021909543892	0.024737429340172007	TRUE
AP001816.1	97.7529444117546	0.744931764204157	0.4786077822345068	0.003151287448645382	0.014530751933102024	TRUE
CREG1	109.96848742636418	0.7440565897134691	0.33386161344255705	8.951763639245348e-4	0.005117534124412724	TRUE
TP53I3	84.20391405735953	0.7437678436507461	0.3807238254052166	0.0016143905003809529	0.008343307500904966	TRUE
PIGT	232.15717014188237	0.7436549818292725	0.1517579941180844	5.0396372590709815e-8	1.0984198416804658e-6	TRUE
RABGEF1	23.81190825828675	0.7428906781714795	0.373075619929112	0.001257929592281192	0.006796737226114469	TRUE
PNPLA8	373.1946209239149	0.7428497780195656	0.19789131721990613	8.280951059976933e-6	9.507871382466163e-5	TRUE
CYB5A	411.46101459313155	0.7417062270037231	0.23097709801880756	5.968039632054012e-5	5.197900971965449e-4	TRUE
SNX9	99.67607469632655	0.7413786589169097	0.27595249192493376	2.8021867582031897e-4	0.0019233470870040792	TRUE
LYPD6B	15.546666653962886	0.7409858097933931	0.6172548040751287	0.004607815245105261	0.01978308511555163	TRUE
STARD5	20.535493952523538	0.7409616534638892	0.14869214896439506	2.882705294591605e-8	6.725594497872687e-7	TRUE
SBNO2	45.93129986739202	0.7399019348700431	0.32177819494321463	6.9869803212886e-4	0.004150608065317665	TRUE
COL9A2	39.3734432023779	0.7395802350671437	0.3899038295080984	0.0017503177463800102	0.008929684073188658	TRUE
LPP	343.45822299925226	0.739231221813491	0.2501733873227189	1.2953040738622893e-4	0.001005562583760778	TRUE
EMX2	19.405511362732078	0.7386704919338675	0.5200602103856669	0.0031216502568478716	0.014422952388904807	TRUE
MAST4	114.84630623578715	0.7386377672321154	0.3055216066067713	5.786238530203409e-4	0.0035289169344553057	TRUE
SBDS	562.0860611092343	0.737401728089543	0.18299092868182856	2.7243325759318616e-6	3.658269928897201e-5	TRUE
MYLIP	315.67739628982054	0.7371459794684074	0.18090738764811537	2.17607916909715e-6	2.9956717075335514e-5	TRUE
TMEM254	74.75713936338532	0.7370776973590896	0.36085314656071743	0.0013611632080349116	0.007248415872608715	TRUE
RIPK2	198.59278171428477	0.7369777808545781	0.22042298414718636	3.665494188124618e-5	3.406945937355114e-4	TRUE
HNMT	257.5666102875879	0.735541697256758	0.489325571380292	0.0034393796583483726	0.015605703343950556	TRUE
MGST3	856.3881036428463	0.7340968223221978	0.16446585469106817	4.087862655396169e-7	7.010652850326932e-6	TRUE
ZNF436	12.6309257536422	0.7323125322762086	0.46605720045113125	0.002877981295980609	0.013478052508875769	TRUE
RAB11FIP5	11.262341654574351	0.7319621698831528	0.560375155160184	0.00395761329841347	0.01745569505677249	TRUE
GOLIM4	243.83854688588517	0.7299018518561122	0.3869233734853326	0.0018489577594420342	0.00934784125327528	TRUE
SLC25A4	104.91227871414122	0.7286807106234359	0.3871192178422337	0.0018035942675583053	0.009161740506805571	TRUE
PLEKHA5	111.70270829495941	0.7283734918040354	0.23143329285575445	6.855977694975858e-5	5.872983087377242e-4	TRUE
SLC9A1	41.65876359136496	0.7277657608248963	0.1757292909474496	1.5338865157720298e-6	2.2046215069883196e-5	TRUE
MAPK6	137.2056771299365	0.7262257231566532	0.15519125822837	1.3962906464533347e-7	2.6964938005403137e-6	TRUE
TUBA1C	422.1900692597382	0.7248812159413689	0.30881151805004003	6.961022493890788e-4	0.004136311843950707	TRUE
CYCS	1587.7456209012578	0.7220066864398248	0.1463897696484977	4.3058100829906047e-8	9.614843128116203e-7	TRUE
HDLBP	465.181797969783	0.7219832270229929	0.20357071936230542	1.8278298645053915e-5	1.8795008780786622e-4	TRUE
OCRL	14.582007891769065	0.7208815399465849	0.30751452225812803	6.871653561690332e-4	0.004092106197551412	TRUE
TYMP	305.7533187304707	0.7201392780186953	0.38521838727305413	0.001874382816080957	0.009456700379032033	TRUE
DNAJB11	461.1589977402169	0.7196929289214243	0.1945700052985074	1.0125367509935658e-5	1.1360519949030536e-4	TRUE
HNRNPU-AS1	411.3257910954967	0.7192993648091055	0.1385687393446562	1.1270408024836107e-8	2.96846252808364e-7	TRUE
CCDC64B	7.122705196982622	0.7190470937319089	0.926297644162685	0.005320352558254432	0.022272735977786312	TRUE
NUCB1	464.79589927596476	0.7185535753466881	0.14239117321285374	2.393546801432391e-8	5.693724333635854e-7	TRUE
GTPBP1	158.89867857298097	0.7183686456931878	0.2643052494319644	2.556060816136981e-4	0.0017801225072179207	TRUE
MUC20	25.68749827739026	0.7179117139668935	0.33985680529136525	0.0010006852245295077	0.005613543672938047	TRUE
VDR	34.15646933642023	0.7167798998366529	0.32495296553170877	8.964010317857903e-4	0.005123195544018081	TRUE
H2AFJ	784.9855644832352	0.7156083214132436	0.22600247479061833	6.830980536121718e-5	5.853863798516538e-4	TRUE
MIR4435-1HG	502.7984084944474	0.7155273684099593	0.3127243009073656	7.942043657181244e-4	0.004627960960552589	TRUE
FNIP2	142.44716080524307	0.7153054955030042	0.3106203550802542	7.394610460776992e-4	0.004354891683271709	TRUE
FAM177A1	626.8933215294416	0.714199952121353	0.34788469746505896	0.0012962070292842358	0.0069503021504004605	TRUE
ABHD17C	14.348683349479469	0.713168556485714	0.31546014784242993	7.776653113260088e-4	0.00454681502297349	TRUE
PLCXD2	7.1104521153792435	0.7124210252607648	0.5010716096632732	0.002913359109254994	0.013597127132242405	TRUE
HIST1H3H	5.371057184265992	0.711042458382049	0.4553534239955947	0.0024923797931536737	0.011985462969232832	TRUE
WDFY3	53.31836383976764	0.7106761826145491	0.4931201377581545	0.0035259440228240404	0.015925756670032303	TRUE
CDON	3.7219708080014633	0.7090258897330984	0.7341913900890685	0.004262003020051793	0.0185711875665442	TRUE
REEP6	19.23983871785817	0.7087709343874882	0.26708584128501583	3.0169542447703495e-4	0.002048249588351696	TRUE
GPR35	35.02949705178938	0.7084502791968265	0.7180544106121484	0.005399331045658966	0.022547235145969558	TRUE
PRNP	324.5900426239007	0.7084497481002062	0.15041933154267237	1.2259411199091806e-7	2.4079334072178433e-6	TRUE
RAB1A	477.41287928537963	0.7083585108217735	0.15567672062567572	2.7486787353396124e-7	4.9212830330269665e-6	TRUE
PIH1D2	4.531108955122809	0.7082676325535785	0.44640235587456106	0.0021326276517627057	0.010535903524335482	TRUE
TULP3	43.78449436660327	0.7078647582014327	0.21004365649456624	2.9988308289624333e-5	2.874065793597008e-4	TRUE
PYGB	62.02428607766176	0.7074827801193689	0.14300527209325822	3.8154687632939007e-8	8.62564246477435e-7	TRUE
FBXO31	26.45543705600843	0.70745633118394	0.15637854086042371	0.5327892600290904	0.6970260929680399	FALSE
ARMCX3	352.77805126869055	0.7069567859453993	0.13197787786273732	4.4644612620205085e-9	1.3117955329170743e-7	TRUE
SLC25A25	36.73711144393253	0.7067927407814716	0.23828844018250364	1.1585028507762745e-4	9.139709039235385e-4	TRUE
KCTD15	23.25177001577584	0.706317921177608	0.46343699882434686	0.0031448105566995476	0.014510068294640948	TRUE
EIF4A1	3837.7917208932386	0.7058926492530471	0.13444191553818752	8.141091717597675e-9	2.2274393746984074e-7	TRUE
ATP5B	1491.7571117586358	0.705664878332696	0.16106049480780105	6.003657025212124e-7	9.822601358068886e-6	TRUE
CD69	1173.129825588936	0.7051880445075038	0.5396873036854781	0.004385237502525187	0.019002116361289022	TRUE
VSIG10L	3.7931092078991653	0.7037466935613423	0.7588158988819765	0.004643887162054485	0.01988249456515337	TRUE
PALM	17.16420716769027	0.7032686320725513	0.5442743793018339	0.003919037186553372	0.017347708786137513	TRUE
RP11-585P4.5	2.3667118212489116	0.7027632712167229	0.8888262152814426	0.003958143250068945	0.01745569505677249	TRUE
TMBIM1	204.98529869910104	0.7020174546409577	0.1973032994536006	1.671577708202467e-5	1.74141586718155e-4	TRUE
PLCB3	24.438401268132804	0.7009925219956904	0.21517649858408475	4.1594304303932965e-5	3.80298237719899e-4	TRUE
HSPA8	3694.220360134713	0.7003979928507088	0.12852732845627757	2.7255960457606578e-9	8.368575162412042e-8	TRUE
CYBRD1	124.7388550206182	0.6998040602751506	0.49871769791128107	0.003763554475293217	0.016790829466201022	TRUE
TAX1BP3	253.21987447963062	0.6991094675086083	0.2719562590197741	3.8467348084682024e-4	0.0025117523789702323	TRUE
TOM1	124.24779382039858	0.698332770921975	0.1789953083076728	4.133899733402263e-6	5.229813777309425e-5	TRUE
ZC2HC1A	53.11188680724405	0.6978204379906148	0.25740036714953246	2.557163152026569e-4	0.0017803230467023192	TRUE
RP4-756G23.5	8.33906245057283	0.6968250910745457	0.30599910308986733	5.25070551072801e-4	0.0032646664724125434	TRUE
PDZD2	20.078756590694216	0.6947202824458923	0.3057816713501297	7.46448144418532e-4	0.004390127222258146	TRUE
CDK16	59.931504073195505	0.6920923219372294	0.21239890185917606	4.6582896707855744e-5	4.1735602661083373e-4	TRUE
HSPA9	518.8422332306932	0.6919364849487035	0.14702476047924437	1.2866773760581466e-7	2.5069566950095495e-6	TRUE
PDE4A	55.03334141178171	0.6896763658092897	0.48916313902858194	0.003481923724922307	0.015772382169553033	TRUE
NFE2L1	108.91759788187431	0.6882171816595762	0.20523291083408288	3.5592717194441904e-5	3.335158125107992e-4	TRUE
SCARB1	35.403409642353566	0.6871730858896633	0.32273594632178715	0.0010977091247196665	0.00604763588092153	TRUE
SURF4	289.0091876041722	0.686582575113803	0.1480853604822161	1.8291791137318055e-7	3.426536812792716e-6	TRUE
NOTCH1	73.12596147768085	0.6865009388886453	0.29656542362922955	7.22128603569677e-4	0.004264303998551245	TRUE
CD27-AS1	110.87457850330865	0.6862737854386727	0.20671897285888996	3.982073906759505e-5	3.6576520031793926e-4	TRUE
TTC39A	29.89381923761451	0.6857492654768543	0.5931296389447891	0.004562847086349599	0.019620062972991462	TRUE
TESK1	38.65351380389278	0.6857444976095469	0.17183208124254784	2.797902682982821e-6	3.7318456713049084e-5	TRUE
ATOX1	830.5790953824217	0.6854042273178654	0.2582887754235013	3.1289290539004234e-4	0.002111157964423369	TRUE
AFAP1L2	15.54368232206356	0.6850544158086691	0.5462644008866833	0.004152894907971119	0.01818638533316439	TRUE
THAP9-AS1	219.86927129743813	0.6830812826244169	0.10112786331385251	7.2655071704444615e-013	5.2943750751028795e-11	TRUE
